"","GSM2109575","GSM2109576","GSM2109577","GSM2109578","GSM2109579","GSM2109580","GSM2109581","GSM2109582","GSM2109583","GSM2109584","GSM2109585","GSM2109586","GSM2109587","GSM2109588","GSM2109589","GSM2109590"
"ARHGDIA",50,82,69,22,97,101,180,201,148,161,258,55,88,100,173,256
"ALYREF",37,32,31,15,44,31,120,65,60,53,52,17,36,42,68,96
"ANAPC11",19,34,29,19,29,13,37,23,23,14,34,1,31,45,40,46
"PCYT2",7,20,33,4,39,18,37,84,24,50,50,7,80,38,43,86
"NPB",0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,2
"SIRT7",10,15,21,8,13,14,14,27,36,52,40,10,18,52,56,75
"MAFG",24,58,70,17,61,46,154,183,65,51,74,21,50,69,111,98
"MILIP",1,10,3,2,3,1,10,5,7,4,0,0,4,1,1,4
"PYCR1",22,24,31,11,15,3,69,7,40,2,9,0,35,7,12,13
"MYADML2",0,0,2,1,0,0,1,0,0,0,0,0,0,0,1,0
"NOTUM",0,2,0,2,0,0,17,0,0,0,0,0,0,0,0,0
"LOC105371939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"ASPSCR1",28,37,30,4,26,27,154,69,88,33,49,3,49,29,60,55
"CENPX",18,50,28,5,20,27,39,31,29,38,28,1,52,82,34,54
"LRRC45",2,5,12,2,22,12,13,15,15,18,17,2,20,23,29,45
"RAC3",8,13,10,0,0,1,8,4,7,8,1,0,6,6,5,6
"DCXR",33,75,44,12,47,56,43,46,25,65,16,5,25,37,96,53
"DCXR-DT",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"RFNG",21,44,49,6,37,43,59,95,65,43,61,5,40,22,24,51
"GPS1",57,148,105,29,93,99,207,277,121,83,134,21,112,112,160,147
"DUS1L",30,77,64,30,84,113,116,107,74,78,162,20,159,81,144,179
"FASN",52,129,99,24,211,163,183,436,134,373,238,73,238,157,191,416
"SNORD134",11,18,6,1,14,6,28,20,3,10,55,2,8,6,9,4
"CCDC57",134,312,193,64,158,233,486,484,244,390,308,71,232,441,615,654
"SLC16A3",7,5,20,5,14,13,8,10,7,12,53,4,24,12,24,12
"MIR6787",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CSNK1D",174,256,243,78,176,277,344,585,235,247,443,58,205,290,404,480
"LINC01970",0,2,1,0,0,1,5,5,0,0,1,1,0,1,1,1
"LOC107985059",0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,2
"CD7",4,7,18,10,4,16,12,3,38,124,29,45,1,78,107,122
"SECTM1",10,24,25,6,33,28,17,15,17,9,36,1,43,5,17,3
"TEX19",0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,1
"UTS2R",1,3,3,0,0,0,6,0,1,0,1,0,1,0,0,0
"OGFOD3",31,104,72,7,38,55,139,73,67,35,49,15,48,35,37,46
"HEXD",70,88,67,17,114,102,132,87,80,75,61,15,48,91,143,99
"CYBC1",43,43,76,57,155,95,106,153,142,315,144,64,108,295,403,403
"NARF-AS2",1,1,4,2,4,0,2,1,0,8,4,1,7,17,8,12
"NARF",32,52,38,33,64,44,60,52,91,106,87,17,73,223,165,159
"TRX-CAT1-8",0,2,0,1,1,0,1,0,0,12,0,2,0,16,12,19
"FOXK2",98,280,132,65,169,93,337,276,224,112,269,22,227,245,287,244
"LOC105371942",10,21,21,14,21,14,32,19,19,30,40,5,35,42,47,37
"WDR45B",113,285,210,81,354,173,354,196,152,117,458,33,481,211,311,271
"RAB40B",29,42,45,11,35,15,41,35,19,17,36,3,55,3,12,22
"MIR4525",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105376791",1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"LOC101929552",0,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0
"FN3KRP",65,80,99,26,44,87,108,50,70,25,39,9,60,60,53,59
"FN3K",1,8,5,2,3,10,9,16,1,1,13,0,9,0,1,5
"TBCD",413,698,386,207,1030,432,3269,1195,1464,674,1128,140,1228,753,739,896
"ZNF750",183,283,82,37,229,187,481,325,135,55,197,4,354,56,59,74
"B3GNTL1",32,55,40,21,66,32,170,84,120,48,71,10,76,44,56,84
"METRNL",41,51,46,11,77,29,99,32,49,3,71,4,63,3,14,17
"LOC107987251",11,22,14,3,4,2,42,4,9,6,7,3,6,1,2,1
"LOC101930496",1,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0
"LOC101929650",0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0
"LOC105371948",0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOC100505909",1,2,0,0,0,0,2,0,0,1,0,0,0,1,1,1
"RPL23AP87",1,4,7,3,2,2,2,2,1,2,1,0,3,6,1,4
"MGC70870",139,246,124,32,42,51,151,35,146,8,36,6,62,24,82,61
"LOC105379279",0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,2
"LOC105379280",5,9,19,8,9,6,6,2,5,5,5,3,29,71,29,22
"LOC105379281",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC02564",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105371950",1,2,0,0,0,0,2,0,1,0,0,0,0,0,0,0
"TUBB8B",14,15,10,2,5,10,27,4,10,3,4,0,5,3,3,8
"ROCK1P1",108,88,98,40,53,32,44,49,66,40,51,15,106,241,157,148
"MIR8078",2,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0
"LOC105371951",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"USP14",391,277,276,98,251,126,189,204,293,110,229,20,373,379,335,331
"THOC1",201,180,213,90,156,83,108,105,151,85,156,27,231,439,251,320
"COLEC12",25,8,308,12,32,47,65,40,17,6,5,4,65,24,66,35
"LOC107985155",2,1,9,0,0,4,4,7,3,0,0,0,6,3,4,2
"LINC01925",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CETN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CLUL1",15,17,14,3,34,12,17,39,12,5,6,3,22,8,8,10
"LOC105371952",3,1,1,1,6,2,0,7,2,2,1,0,2,0,0,2
"TYMSOS",2,2,1,1,4,4,3,20,7,3,2,0,4,9,8,6
"TYMS",55,43,90,44,75,29,28,64,99,67,67,10,66,206,184,258
"ENOSF1",522,280,413,102,425,207,226,271,447,301,467,51,465,608,500,677
"YES1",376,203,252,73,136,68,187,129,176,62,135,32,276,199,188,174
"ADCYAP1",1,0,2,1,152,3,6,15,0,4,45,0,891,1,6,4
"LINC01904",0,0,0,0,2,0,0,0,0,0,0,0,10,0,0,0
"LOC107985165",0,0,4,1,0,0,0,0,5,0,0,0,9,0,0,0
"LOC105371953",1,0,46,8,16,3,0,4,71,0,3,2,40,5,5,31
"LINC00470",1,0,8,0,23,2,0,0,22,1,3,0,2,0,1,19
"LOC105371954",0,1,2,0,25,0,0,0,2,0,0,0,0,2,0,13
"LOC105371960",1,1,3,0,6,0,1,0,0,0,2,0,2,0,0,0
"LOC105371959",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"LOC105371958",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105371957",0,1,0,0,0,0,0,1,1,0,9,0,1,0,0,0
"LOC105371956",0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0
"LOC105371961",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"METTL4",129,140,111,61,77,49,124,64,118,59,75,7,127,314,192,192
"NDC80",5,12,33,25,21,2,25,14,68,42,18,5,41,264,160,183
"CBX3P2",8,10,6,2,4,1,1,4,3,3,5,1,12,8,3,7
"SMCHD1",867,782,729,521,464,319,643,318,867,622,925,138,1125,2692,1963,1846
"EMILIN2",77,121,136,26,95,96,258,263,99,45,285,13,120,69,128,112
"LPIN2",208,303,334,123,152,219,489,220,325,206,317,60,157,497,463,451
"CHORDC1P4",21,23,28,15,22,19,28,18,44,26,39,11,19,58,71,48
"LOC105371963",2,4,17,7,4,12,8,7,10,3,6,1,3,14,13,9
"MYOM1",23,66,31,13,14,24,19,19,24,10,11,4,17,18,11,14
"LOC101927044",2,14,6,2,2,1,5,1,9,10,4,0,2,1,4,7
"MYL12A",475,376,603,226,264,152,311,150,249,168,313,59,331,596,526,458
"MYL12-AS1",57,51,78,25,29,23,34,18,23,17,27,2,37,70,67,68
"MYL12B",746,876,889,245,322,217,488,229,316,165,312,36,524,661,753,605
"LINC01895",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TGIF1",170,180,178,54,184,85,257,60,106,37,203,5,176,87,73,66
"LOC105371965",1,0,5,0,1,0,0,2,0,0,0,0,1,1,1,4
"GAPLINC",0,0,1,0,2,1,2,1,0,0,1,0,0,0,0,0
"DLGAP1",5,8,12,2,9,1,8,0,5,0,25,0,12,2,1,0
"DLGAP1-AS1",15,12,20,10,25,17,14,9,25,21,32,0,12,41,35,49
"DLGAP1-AS2",5,5,17,1,7,13,7,4,9,2,5,0,10,7,12,8
"LOC105371967",1,0,0,0,0,0,2,0,5,3,11,0,0,1,2,0
"LOC107985137",0,0,3,0,0,1,0,2,7,0,8,0,2,2,0,0
"DLGAP1-AS3",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"MIR6718",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DLGAP1-AS4",0,0,0,0,1,0,0,1,0,0,0,0,3,0,0,1
"DLGAP1-AS5",1,0,0,1,0,0,0,4,1,0,6,0,4,2,3,0
"LOC105371968",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01892",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AKAIN1",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LINC00526",22,11,7,4,4,4,5,6,1,6,4,1,6,19,12,10
"LINC00667",152,213,178,45,89,82,80,93,123,86,86,18,168,226,203,196
"ZBTB14",134,93,103,49,95,40,125,112,133,78,71,17,136,262,232,252
"LOC107985144",1,0,3,0,0,3,0,0,0,1,1,0,0,0,2,3
"LOC105371970",0,4,0,2,3,5,1,7,0,0,1,0,3,1,2,1
"EPB41L3",17,73,248,36,184,168,106,473,118,28,191,11,107,78,125,104
"LOC107985145",0,2,3,0,13,7,0,22,0,0,8,0,3,2,0,0
"LOC100286986",0,0,3,0,7,1,1,11,0,0,3,0,2,0,1,0
"MIR3976HG",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR3976",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"TMEM200C",5,96,26,1,2,1,86,17,11,3,2,1,7,10,4,1
"L3MBTL4",458,549,290,92,441,292,266,367,294,71,245,31,501,99,119,143
"L3MBTL4-AS1",43,29,15,7,30,25,21,19,17,3,10,2,23,4,6,5
"MIR4317",0,0,1,1,0,3,0,0,1,0,0,0,1,1,0,2
"LINC01387",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105371972",0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
"LOC107985176",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ARHGAP28-AS1",4,0,0,0,0,1,0,2,0,1,1,0,0,1,0,1
"ARHGAP28",129,135,156,42,21,43,91,158,36,28,50,13,41,95,49,44
"LINC00668",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
"LAMA1",68,58,115,5,15,23,68,155,5,2,11,0,30,20,18,16
"LOC101927188",2,0,3,1,0,0,2,5,0,0,1,0,3,1,0,1
"LRRC30",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105371973",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105371974",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"LOC105371975",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC112577592",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105371976",2,3,1,1,0,0,1,1,3,0,0,0,0,0,1,0
"PTPRM",713,563,693,110,146,133,611,166,302,202,163,27,251,523,468,628
"LOC107985119",52,49,30,9,10,8,29,19,34,5,14,0,16,37,34,41
"LOC100192426",3,6,10,0,3,4,8,6,7,0,1,0,4,20,0,8
"RAB12",524,546,364,164,317,148,303,161,250,190,342,21,904,575,371,391
"GACAT2",7,1,1,1,2,3,5,2,3,0,5,0,0,1,0,0
"MTCL1",809,634,131,103,323,193,219,382,516,72,361,25,217,58,101,95
"NDUFV2",126,92,117,62,120,53,81,92,112,102,73,9,130,227,221,193
"NDUFV2-AS1",23,5,13,9,9,2,9,6,21,4,10,2,10,43,28,29
"ANKRD12",1073,681,692,455,482,423,508,592,629,380,472,88,707,1070,885,938
"LOC107985188",3,4,7,12,6,3,2,9,9,11,2,5,9,14,10,15
"TWSG1-DT",1,0,0,0,0,0,4,3,0,0,0,0,0,1,0,2
"TWSG1",162,121,176,45,83,52,133,80,82,25,66,7,154,101,93,77
"LOC105371980",0,0,0,0,0,0,1,1,1,0,0,0,0,3,2,0
"RALBP1",237,212,182,78,130,95,160,172,217,136,131,21,161,280,279,256
"PPP4R1",493,451,448,94,170,113,341,125,268,165,258,13,237,415,411,370
"PPP4R1-AS1",1,0,0,2,2,1,0,1,0,0,0,0,1,1,0,0
"LINC02856",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RAB31",449,509,397,69,88,65,328,63,98,41,120,15,294,43,98,59
"LOC105371981",3,10,18,1,2,1,9,3,3,3,4,0,4,4,4,2
"TXNDC2",2,0,0,1,2,0,2,0,1,0,0,0,1,0,0,1
"LOC105371982",0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
"VAPA",1970,1018,708,376,440,287,675,418,715,241,434,52,616,1089,798,709
"LOC105371983",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LOC105371984",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105371985",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"LOC105371986",0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"LOC105371989",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105371988",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01254",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"APCDD1",89,70,28,19,8,16,33,15,12,8,10,3,55,5,24,11
"NAPG",275,186,147,85,132,59,178,103,214,83,136,18,221,323,299,229
"LOC105371990",1,0,3,2,108,2,1,47,3,0,10,0,74,1,1,1
"LINC01887",0,1,0,0,3,1,0,2,2,1,2,0,5,2,1,0
"LOC107987262",0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
"LOC101927410",0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0
"PIEZO2",20,26,170,20,51,16,93,31,37,21,30,23,65,28,39,42
"MIR6788",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105371992",0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
"LOC105371993",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105371995",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC107985173",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0
"LINC01928",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01255",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"SLC35G4",0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1
"MIR7153",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GNAL",545,232,248,53,54,55,226,55,261,33,35,5,44,132,95,118
"CHMP1B",265,158,132,98,167,169,126,72,103,117,135,33,190,300,228,204
"MPPE1",286,162,148,58,119,61,152,115,195,82,81,22,113,251,158,224
"LOC101927511",3,2,2,0,0,0,0,1,1,1,3,0,1,0,5,3
"IMPA2",7,0,9,4,10,6,6,25,6,7,8,2,16,16,25,15
"ANKRD62",9,7,3,1,3,2,15,10,3,0,2,0,9,7,0,3
"C18orf61",0,4,0,0,8,0,2,5,1,0,11,0,7,1,1,1
"CIDEA",0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"LOC105371996",0,0,0,0,1,0,0,0,0,0,0,0,1,2,0,0
"TUBB6",237,100,97,24,41,23,135,71,64,23,52,7,60,58,63,56
"AFG3L2",249,183,208,72,196,131,105,204,130,95,177,32,303,159,138,177
"LOC107985154",8,9,11,4,7,6,6,16,7,4,9,1,10,6,15,9
"PRELID3A",0,10,6,1,3,3,3,6,7,1,7,0,14,9,8,5
"LOC105371998",4,10,2,2,9,4,5,0,7,0,5,0,16,4,5,5
"SPIRE1",120,148,114,43,167,105,35,36,56,40,218,4,473,57,72,71
"PSMG2",121,74,106,45,66,28,47,47,91,47,50,12,56,171,116,110
"CEP76",44,64,61,27,41,22,26,31,47,52,27,4,92,169,91,135
"LINC01882",0,0,10,11,0,4,1,0,42,17,0,1,0,42,27,21
"PTPN2",175,118,197,110,78,99,75,137,283,253,101,43,135,948,563,673
"SEH1L",309,216,281,88,168,70,89,147,192,126,96,32,300,518,367,292
"CEP192",650,535,505,300,420,248,276,370,809,428,445,89,830,1760,1156,1279
"LDLRAD4",234,415,734,471,285,617,964,335,1733,2822,649,387,775,6527,5885,6199
"C18orf15",1,4,7,3,6,8,6,4,28,54,4,8,5,66,67,78
"LDLRAD4-AS1",8,6,20,15,6,19,41,10,37,61,21,5,10,159,69,104
"MIR5190",1,4,3,2,0,1,4,2,9,16,1,10,0,13,25,34
"LOC107985120",11,13,48,29,45,52,44,16,121,197,65,23,40,535,430,547
"LOC102724615",11,15,40,14,15,33,54,21,114,164,31,15,35,409,348,338
"MIR4526",2,4,1,2,1,5,7,3,9,10,1,1,5,5,5,17
"FAM210A",131,97,85,52,67,44,63,82,68,42,72,8,97,125,81,88
"RNMT",349,248,258,125,229,136,211,204,224,166,220,44,299,413,319,343
"MC5R",0,8,5,2,0,3,1,26,5,0,0,1,0,2,9,2
"MC2R",0,0,0,0,0,0,0,1,1,9,0,0,0,1,0,3
"ZNF519",111,146,126,49,66,50,56,63,163,101,43,10,106,257,213,240
"ANKRD20A5P",93,13,17,10,7,19,2,22,53,32,2,5,12,148,63,56
"CYP4F35P",40,10,22,7,6,14,2,34,46,28,4,2,4,55,23,40
"LOC105372003",29,16,3,2,0,4,4,21,8,1,1,0,1,2,2,0
"CXADRP3",4,30,0,0,0,0,1,0,0,0,0,0,1,0,1,0
"POTEC",36,214,20,2,0,0,26,1,19,0,0,0,1,2,1,1
"LOC105372004",0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"LOC105372006",0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1
"LOC105372005",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"LOC105372007",0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,1
"ANKRD30B",0,0,1,0,1,0,1,3,1,0,0,1,1,1,1,2
"LOC105372008",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MIR3156-2",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01906",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105372010",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01443",0,1,3,0,0,1,0,0,0,0,0,0,1,0,1,1
"LINC01444",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC644669",4,12,1,0,3,0,5,1,2,0,1,0,3,4,2,1
"ROCK1",752,687,730,400,427,255,418,333,597,534,477,156,796,2473,1593,1706
"LOC107985161",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GREB1L-DT",0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0
"GREB1L",105,134,169,26,57,22,283,52,135,34,28,6,47,145,84,114
"LOC101927521",3,4,15,0,1,2,17,0,7,0,0,0,0,0,0,0
"ESCO1",288,213,185,101,104,83,177,127,168,87,160,18,198,448,330,392
"SNRPD1",204,164,85,59,65,34,133,87,123,46,57,18,119,249,196,212
"ABHD3",61,60,89,48,36,45,61,53,78,85,86,20,79,283,224,261
"MIR320C1",0,0,0,0,0,0,0,1,0,1,0,0,0,0,4,2
"LOC105376866",0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,3
"MIB1",1266,919,957,336,520,273,629,703,848,316,498,67,813,1661,1038,900
"MIR133A1HG",78,31,44,11,11,14,26,38,36,20,27,4,38,125,49,70
"MIR133A1",1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"MIR1-2",0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1
"LOC105372016",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01900",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"GATA6-AS1",0,0,3,0,2,0,0,0,0,0,2,0,6,0,0,3
"GATA6",2,0,13,5,7,3,1,4,2,0,7,0,29,0,4,3
"LOC105372017",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105372018",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC101927548",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105372019",1,1,3,2,0,0,1,0,2,0,1,0,0,1,3,1
"CTAGE1",5,12,4,4,2,3,4,7,4,5,2,0,8,9,8,10
"LOC101927571",1,1,1,1,3,1,1,4,0,1,2,0,1,2,0,0
"RBBP8",315,442,233,81,133,257,211,672,174,102,291,18,345,441,298,371
"MIR4741",1,0,1,0,2,0,0,1,1,1,3,0,1,1,4,1
"CABLES1",42,70,92,8,54,91,76,166,58,19,69,12,105,23,51,35
"TMEM241",40,20,28,11,43,13,19,28,29,21,34,2,46,34,36,53
"RIOK3",609,174,189,130,209,165,199,180,341,140,260,30,330,445,292,328
"RMC1",63,40,52,28,45,47,31,35,60,37,68,6,62,130,90,118
"NPC1",295,166,147,80,133,136,125,107,189,107,217,31,134,303,280,271
"ANKRD29",150,11,27,18,56,10,17,25,7,12,183,11,38,33,83,44
"LAMA3",260,118,118,52,129,160,66,71,97,64,233,19,85,132,303,144
"LOC107985181",0,2,3,2,0,1,1,1,1,0,2,1,0,5,2,1
"LINC02958",0,0,0,1,5,1,0,0,0,0,3,0,0,0,0,0
"TTC39C",757,478,282,207,223,193,334,141,482,193,246,43,335,374,381,469
"TTC39C-AS1",6,11,8,8,1,3,6,3,3,5,9,2,0,2,5,8
"LOC112268213",20,11,10,6,7,3,8,5,10,6,10,1,13,15,16,20
"CABYR",16,14,17,7,20,16,14,18,24,1,6,7,3,15,17,16
"OSBPL1A",125,127,282,37,40,79,107,160,108,21,55,2,82,65,96,80
"MIR320C2",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"IMPACT",343,158,216,72,142,70,170,186,208,55,99,9,272,124,138,116
"HRH4",0,0,1,0,0,0,1,2,3,5,1,1,0,3,4,1
"LOC105372026",1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0
"LINC01915",0,1,0,0,0,0,0,0,0,0,0,0,2,0,1,0
"LOC105372027",0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0
"LOC105372028",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LOC105372029",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LINC01894",0,0,0,0,2,2,0,2,0,0,4,0,5,0,2,2
"LOC107985141",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ZNF521",397,262,251,70,33,20,91,63,162,21,17,9,73,46,137,67
"LOC107987256",15,22,11,7,1,0,3,3,6,4,2,0,7,4,6,3
"LOC105372031",95,69,44,17,5,4,12,12,19,4,2,4,23,6,21,14
"SS18",575,617,547,193,402,249,557,301,383,189,384,43,485,620,493,560
